,safegraph_place_id,poi_cbg,latitude,longitude,source_cbg,visits
6643,sg:2ce988ab91594912bd5771e98c3da9fe,60590117092,33.903725,-117.866001,181050002012,4
6646,sg:3a6daa7b363a4c2aa7111bdc3c1bd0d5,80310016002,39.756252,-104.99436499999999,181050002012,4
6652,sg:9974a8a146404f9598509df8999962e2,81170004012,39.473677,-106.051111,181050002012,4
6656,sg:0f8f3b1207124269a0601b820b65b912,80050056143,39.609445,-104.95840600000001,181050002012,4
6658,sg:2803826419cf4db79c0da26fff71b1a3,80050068582,39.622763,-104.897205,181050002012,4
6659,sg:e03037ffa7f649b2b6718c7a484b9eb3,80310017021,39.7479,-104.9927,181050002012,4
6662,sg:1bb5ddca29884cfcbdaeff2b6447cde5,90034174002,41.709123999999996,-72.762886,181050002012,4
6667,sg:0a95966221634338ad77e6e4cdd05c16,120869805001,25.803607,-80.288163,181050002012,4
6670,sg:2f5382a93de44b4b94835d9492701401,120990070113,26.380715999999996,-80.158627,181050002012,4
6689,sg:54f1497489194f7f806b666bd1ca5083,120860001311,25.946658,-80.146247,181050002012,5
6705,sg:8895e2419a8644d9be1aa5882050b5ae,120990077301,26.366809999999997,-80.20512099999999,181050002012,4
6710,sg:53efe932fe684a0d9b52345174cd34d1,120570042002,27.961038000000002,-82.46384300000001,181050002012,4
6720,sg:2132806ff60142ae87db30af6f8cf399,121319506036,30.383753999999996,-86.368403,181050002012,4
6739,sg:e2ac0d986eec4779a49209dead4182d7,120570051011,27.952763,-82.46416500000001,181050002012,4
6767,sg:afa33b5baa764d478d95055273ca4113,170438444012,41.836338,-88.005462,181050002012,4
6770,sg:08996d9350b54d9f9d19955048cc24bf,171118712062,42.175228000000004,-88.338306,181050002012,4
6783,sg:fd738993563c41b29319fb45a8583a8a,170438446011,41.849149,-87.95074,181050002012,4
6799,sg:1ae36b9eed4b475e8848cf66e60f82d2,170318041051,42.091784000000004,-88.120161,181050002012,4
6808,sg:68bea95a9ea2446c9d5856bedfbfdea8,170318069002,42.05192,-87.74737900000001,181050002012,4
6812,sg:06fd6b2dad334d8384fb3ee47c9cd36e,171978804152,41.577979,-88.162525,181050002012,4
6813,sg:59a269cf22a940759cf99a28a1d245a9,170438440022,41.883644,-87.939836,181050002012,4
6824,sg:c8978d548cfc40b9a461323d860131f5,170318241231,41.601673,-87.795175,181050002012,4
6825,sg:b94952b229f448578edb191611b62363,170318201032,41.785255,-87.868116,181050002012,4
6835,sg:f0c70c3be6294ca78217c591825572a1,170318016055,42.137375,-87.88395,181050002012,4
6836,sg:6944e27459a34fcbac22bd9450e681bb,170310812012,41.898199,-87.625253,181050002012,4
6859,sg:103e8fb2e580420baa2df5b6332f7a9d,170318015001,42.152659,-87.83720699999999,181050002012,4
6860,sg:4c1d350ff37e4e2ab0bef14b68d93a32,170318200001,41.817655,-87.917001,181050002012,4
6868,sg:c67ee2882e3847d5b85c96b223e4a02e,170978644121,42.176633,-88.07630999999999,181050002012,5
6875,sg:c0445ccf0ab1499e9f3752064213d32c,170318112001,41.929733,-87.846724,181050002012,4
6896,sg:8ca8f11b5b694f23b0ce80fb7534ce3f,180890427042,41.520826,-87.467893,181050002012,4
6945,sg:8c2236ee5d954df293efbec910afd5f2,180973101051,39.907757000000004,-86.267375,181050002012,4
6960,sg:7042a5a90c244e6f8221bf4ec153f938,180973910003,39.765692,-86.159269,181050002012,4
7008,sg:018e3b1db1e34e518b4b2c4de70e00e3,180571109061,39.997273,-86.129582,181050002012,4
7009,sg:5c5757cee2c544198acae57f20db8407,180571108103,39.956295000000004,-86.022401,181050002012,4
7015,sg:7e911b2de99a4b8ca6eb6809a49824f3,180950104002,40.260052,-85.84316899999999,181050002012,4
7071,sg:25f3ae93068b4fa18d4628eb67c58a2e,180030108161,41.137183,-85.061737,181050002012,4
7081,sg:a30f277935a74b568d7a984e790e64ac,180571108061,39.992166999999995,-85.93125,181050002012,4
7102,sg:d54f6fa6aa6d431b983e3025246e5d8b,180950119001,40.1068,-85.69168499999999,181050002012,4
7112,sg:fef5e4d8bfa74c27b9077d81fe144f9c,180571109061,39.997089,-86.130206,181050002012,4
7114,sg:ae325713d1054096820a61fc78c3fdbf,180973812031,39.644892999999996,-86.132912,181050002012,6
7152,sg:b134268c3e454a59842f0508e99a8fea,180973542003,39.773338,-86.152075,181050002012,4
7162,sg:0e9af8d9e88e4b4c85e34ebfe1873652,180118106053,39.949202,-86.26141199999999,181050002012,4
7169,sg:712e3834acfb4388af2ad3b9cb9d371b,180571109071,39.979717,-86.071248,181050002012,4
7185,sg:96626c1c92a3448ebfb183e1287d2c00,180350010004,40.201475,-85.392905,181050002012,4
7225,sg:d1063e9450cf44058b140a78d7851d90,180890432021,41.417064,-87.334079,181050002012,4
7252,sg:d957e0a4c2284c05a3adb0cb72f25f1b,180571108081,39.958811,-85.919467,181050002012,4
7300,sg:3cb4f2f551d741ffb68f56cb69f3618f,180210404002,39.51573,-87.170001,181050002012,4
7363,sg:9b22a4194a5540389be984b9350f7bb2,180571108041,39.947697999999995,-85.907402,181050002012,6
7375,sg:be4c39d0184640b5804515fbb78e9054,180571105072,40.001804,-86.091674,181050002012,4
7376,sg:de8a030ac4114290ac7b452608d8a90f,180571101003,40.026302,-85.93807,181050002012,4
7418,sg:7dffdbb0ff2d4ed6be162ca1c13411e9,180571108041,39.934284999999996,-85.876972,181050002012,4
7428,sg:6010a203efe04e63ac0456ae00b7853c,180890430021,41.425624,-87.364002,181050002012,4
7720,sg:966c871189d74d4189572d698583f2f4,40130610293,33.635769,-112.349828,181050002012,4
7741,sg:e58ddbba6b5940c5b85630f9c4286733,60730175021,33.047773,-117.28428899999999,181050002012,7
7754,sg:24ae1e86e48744a099836a65d6b69b6b,60730083273,32.980309999999996,-117.24951499999999,181050002012,4
7770,sg:248495045f7b49f8ad1fa84faf0c9e86,80310016002,39.754898,-104.99413999999999,181050002012,4
7773,sg:1e684b79d5dc4a659de55d1fb1e1c7ea,81170004014,39.481613,-106.047703,181050002012,4
7776,sg:3f312385a5c841c9a7b46e5186408dbc,90034962004,41.723523,-72.757829,181050002012,4
7782,sg:b1323f246fba40d1ae991488244ba40e,120110802001,26.071858,-80.145411,181050002012,4
7793,sg:528361db19a34f83a19e975395bcd7ad,120990070071,26.396956,-80.147405,181050002012,4
7816,sg:71677dc3668b49f1bb703d78f03cec8c,120860012041,25.889019,-80.15651899999999,181050002012,4
7832,sg:fd04bdab45cc4b9d947807a47ebcbacc,120990075011,26.354761,-80.086853,181050002012,4
7859,sg:2c3600fe479d4ec09800798554027651,130639800001,33.639034,-84.439166,181050002012,4
7861,sg:c46f516ab9e84c1180ed78a0c3654605,130590001001,33.958588,-83.37658499999999,181050002012,4
7862,sg:00602e54550c4436946624eec80c7b9f,130590001001,33.958161,-83.376592,181050002012,4
7865,sg:e09051761f364f54a5b1684081007806,131210116163,34.07082,-84.274312,181050002012,4
7899,sg:b1110f41dfbd41fe8d6a2ca12f8a0c1b,170318041051,42.091682,-88.119691,181050002012,4
7906,sg:9da8dfcff5a84933a34b4d461df12603,170318046032,42.057051,-88.036309,181050002012,4
7909,sg:2d441815e86341ca8b338e51cc6494d8,170978640012,42.26101,-87.99128,181050002012,4
7918,sg:475e64917a2943f9acf28181920636fd,170978643082,42.157247999999996,-88.136314,181050002012,4
7924,sg:55db67c3f540446dbe2f7428021a5ac7,171194022002,38.920827,-90.193247,181050002012,4
7954,sg:23d2ade3df994890a2f38b94b5b8f74b,170318015001,42.140152,-87.79438499999999,181050002012,4
7957,sg:808e2d8bbfd5463dbbd8c1ea68f1f0be,170317702022,42.052141,-88.016037,181050002012,4
7959,sg:67796437400c41c4840d6968fe6b6d61,170318068012,42.056399,-87.740802,181050002012,4
7966,sg:07b7a0e8aa56455586ca780841cbedf0,170438429003,41.899332,-87.94126899999999,181050002012,4
7967,sg:d9daf523ae2743b5a44ad7f8f9161e5d,170978639031,42.281479,-87.953461,181050002012,4
7971,sg:fc7350c36ede4fc7ad231c73bb62e402,170310815003,41.888851,-87.62639899999999,181050002012,4
7982,sg:92a97380e98c4b759de1c59b19cefc43,171130011042,40.470115,-88.941582,181050002012,17
8042,sg:57b4b4771fad41dda596cdc2141ae627,180973202043,39.914508000000005,-86.110005,181050002012,6
8062,sg:16362caa44fe480aa6dc300a1449c876,180973908001,39.71506,-86.295503,181050002012,24
8069,sg:e9523f3a9a6e40098270b891dd31264a,180973910003,39.764721,-86.159548,181050002012,4
8075,sg:303f69b9adfc4850996287b83f58f92e,180571110013,39.971399,-86.159054,181050002012,4
8078,sg:1af2333a2ce74b4e82fbfc258e3febf1,180973405001,39.812946000000004,-86.204157,181050002012,4
8110,sg:d1dc3928de774fed9269266d08086fe8,180571108072,39.959402000000004,-86.009951,181050002012,6
8118,sg:5cc36ef6524d4e2d9e3db51bd1e6d4dd,180973202041,39.913728000000006,-86.134775,181050002012,4
8181,sg:4d71537249d44006856f5fc438631162,180973401111,39.785215,-86.291251,181050002012,4
8218,sg:cef2e0e8defc4c19835fb5c29612ce65,180973301052,39.911856,-86.063067,181050002012,4
8330,sg:b4d32946ef5a43d9b305f3186e440705,180190504031,38.317809000000004,-85.754328,181050002012,4
8333,sg:4502a484bb104ac8b3101e70fd23c0a4,180890430012,41.434274,-87.36405400000001,181050002012,6
8356,sg:32a8dfb4aa8340e7916dd7e2180d0cc1,180330205002,41.367191,-85.05560600000001,181050002012,4
8406,sg:2f14f915c40d45fc84788d295cb0e903,180571108103,39.956365999999996,-86.01909,181050002012,4
8433,sg:ec2921e1578b4b76992a1ed6f6e2c510,180973301052,39.90459,-86.064522,181050002012,4
8455,sg:56f2f6c6396047659b77b027fabbace4,180050105004,39.222713,-85.88727,181050002012,4
8515,sg:2b2e8196adbc4ec794f33543c3ef67ef,180571110081,39.965705,-86.14474399999999,181050002012,4
8793,sg:7dc428a9827e43709725b11189efccab,60590117113,33.891636,-117.872977,181050002012,4
8796,sg:3e2f2bfbc8e54ecbb78b0a41b1442273,60730083291,32.953865,-117.23048999999999,181050002012,4
8809,sg:9566090925074c4caefb4f8df1afd815,60374033122,34.026086,-117.836197,181050002012,4
8812,sg:e89cc18dd95d433c9d2b0213fcd6eef0,60730083353,32.961661,-117.155148,181050002012,4
8841,sg:a462cd2d45f349f2a0f525f9e75b064b,81170004014,39.480936,-106.047848,181050002012,4
8851,sg:f44c4414c6284254a1ee9f1219b94b1f,81070007002,40.456495000000004,-106.8032,181050002012,4
8852,sg:dbfbe430ab4f42a0a17eb927e17c6563,90034971001,41.76809,-72.723515,181050002012,4
8855,sg:a77f2b2be3fe43ba87644d74a923e8db,90034976002,41.761561,-72.744293,181050002012,4
8857,sg:d0145b58f6324f82bbfcd592b5892e77,90034970004,41.778976,-72.745234,181050002012,4
8860,sg:17171f24255b4c869a85ca814c2d16a7,120110802001,26.072073,-80.149111,181050002012,4
8862,sg:5df1fe20865b413daf1d469a31a1c4e3,120110802001,26.069354,-80.14466800000001,181050002012,4
8872,sg:01143bd228a741ec94e2583fb44eba31,120860001282,25.930754,-80.13126899999999,181050002012,4
8882,sg:872d61b501b44d7ea9012c934cd74189,121030260023,27.976645,-82.827842,181050002012,4
8906,sg:32d40f904103445c9e62d4554a549de8,120990070021,26.400014000000002,-80.120428,181050002012,4
8909,sg:cc84ea895fb94d5aa3c3453ed326ca49,120110101021,26.298902000000002,-80.093482,181050002012,4
8911,sg:1605315a4907467390fe401d97c2bfa2,120110802001,26.070083,-80.1438,181050002012,4
8915,sg:1f36896596354d58997f3d709ff4f934,120110102001,26.325215000000004,-80.09138100000001,181050002012,4
8952,sg:df1765b96ad04d37879d19c9e0f927dc,131210116153,34.112904,-84.283338,181050002012,4
8955,sg:31f8439abd7b40a495e59c25fb80467d,170898501051,42.15189,-88.331843,181050002012,4
8974,sg:025d30c3e8674373820a835f39ab92c4,170318042024,42.09205,-88.122939,181050002012,5
8988,sg:3c6c6a484c644a12a98b9bccf0065f8c,170438402024,41.947297999999996,-88.012955,181050002012,4
8990,sg:f8e2f0dcdd904f7cad72549b29649430,170978639031,42.279312,-87.952938,181050002012,4
8992,sg:268487640494425abb880bd4e82cd5aa,170978662001,42.200013,-87.93219,181050002012,4
8995,sg:ff1d0a294d534a88881063adbe835e22,170310816001,41.893443,-87.628501,181050002012,4
9000,sg:7e40dfb1b62f4598b58cb636fb4dc410,170978645211,42.184482,-87.928169,181050002012,4
9003,sg:2d9fe7e7f2ad42478cdfdcb4516bffc0,170438429002,41.901283,-87.939226,181050002012,4
9015,sg:6a2d8251ca09433796822f11c1120b1c,170438443012,41.836847,-88.008013,181050002012,4
9029,sg:e2db3c59858f4aeabd964e2a64bf7cad,170318047013,42.058499,-88.143951,181050002012,4
9032,sg:56bc51d0e7914ead9ecef2838e41826c,171978801201,41.704945,-88.122826,181050002012,4
9033,sg:f75e05bf1e914a06aeb967bbacd34087,170978645054,42.180147999999996,-87.926777,181050002012,4
9043,sg:d5370690526e4b2eb302dcd0cd6af4b5,170978606001,42.418945,-87.82532900000001,181050002012,4
9046,sg:39872e8aeecf406fbc4cb77877b5dad1,170310815002,41.894296000000004,-87.624584,181050002012,4
9054,sg:7e6a6b51ccda462bb5a60e37c0b9238b,170318019011,42.102669,-87.812608,181050002012,4
9067,sg:16fd4af1e3e14c5a8ef206ab8c6f1c01,170978644121,42.180484,-88.082112,181050002012,4
9090,sg:0d18cdc1068c403aa59d28dd6e6cfc02,170978657003,42.178861,-87.81387600000001,181050002012,4
9091,sg:05d25bcb2dde4cb2ac12373e66fcafcc,170978656002,42.116675,-87.731836,181050002012,4
9179,sg:6f6a6ca5cdd74529b718e33f79b50df5,180571108081,39.959152,-85.921061,181050002012,6
9196,sg:51b88d572168477c83e1ac5f7ea8e291,180890426052,41.459334999999996,-87.468704,181050002012,4
9265,sg:d9d7d6bdbffe43b5ad8f638756b7b61f,180050109003,39.198815,-85.954942,181050002012,4
9271,sg:3d409d5bdfa747f4a75574b03c0a843b,180571108103,39.956171000000005,-86.02266,181050002012,4
9274,sg:7ee7e76129534aa5ab9b17d00456ec72,180571108042,39.96687,-85.881287,181050002012,4
9287,sg:e16b57ea52cc41688aa87b57db9f2d31,180571108041,39.930172,-85.942237,181050002012,4
9291,sg:770c07b6d0bd4941a3f8e1f2a5bbfc09,180430710051,38.350769,-85.79462099999999,181050002012,4
9293,sg:d5abcd3b8bc84c62a7fa6603f92df621,180890430023,41.418471999999994,-87.364574,181050002012,4
9309,sg:f2319fc7a28249cc9fe93d4c2435c927,180430709014,38.341446999999995,-85.800363,181050002012,4
9353,sg:fcc7da9b451b481c98ae03a49c677612,180973535002,39.781425,-86.17049,181050002012,4
9366,sg:cf9bac2ba0f34f85abd164eb0681e6f5,180950104003,40.264934999999994,-85.817346,181050002012,4
9377,sg:cad61162820342a0b8d5f960d41fcab9,180890426052,41.448257,-87.469438,181050002012,4
9394,sg:a9fe7fd2d96a418da6ef0596f3e0802e,180890430022,41.41887,-87.336011,181050002012,4
9415,sg:44d16f1c3be349979451081de2f593d4,180350009022,40.202031,-85.408615,181050002012,5
9418,sg:d45f51b38eff49ffaf4682e788babc48,180973301062,39.900425,-86.041969,181050002012,4
9430,sg:e44b415d50c24134b7a186d23c3c7579,180973203044,39.908445,-86.096234,181050002012,4
9431,sg:dffa82c65092457fb9328bf3f53a4281,180030013001,41.083129,-85.136625,181050002012,4
9444,sg:d21db3e48308447f907b98099dabe7fa,180239504003,40.261213,-86.651172,181050002012,4
9458,sg:53120bc34d6140ddad685db505f1c223,180050109003,39.199814,-85.95185,181050002012,6
9494,sg:1b44fc3fa5bb406ba9efc5ee82edbd47,180816104011,39.631445,-86.12536,181050002012,4
9507,sg:6e3eb2ff60794ddc89e600505e729fd1,180973202043,39.913585,-86.109706,181050002012,6
9514,sg:13e0c1cec248491491e3c41f7834a752,180890403002,41.56138,-87.51218399999999,181050002012,4
9573,sg:9ff3b39ea36648c88e1f9ee528081c87,180571111025,39.929596999999994,-86.237964,181050002012,4
9588,sg:fa7d8de7e0ae4f79b70dd3017a504dd5,180950104002,40.259964000000004,-85.843857,181050002012,4
9595,sg:41a7a09d65ac4781a7fc1e7cc63c1fbe,180559549003,39.038990000000005,-87.14496700000001,181050002012,4
9601,sg:4ec871d1892346049921e0eb64c6642b,180559549003,39.03604,-87.13065,181050002012,4
9636,sg:45ac49393d9a4ea0af0d6dce0bd4c73d,180950102001,40.286120000000004,-85.834438,181050002012,6
9871,sg:197c1c76eb084f0fa8430669ee2e36c3,110010058002,38.897812,-77.020599,181050002012,4
9894,sg:7c51bce39f2a4e2db6769db305b6f36d,60730083391,32.916209,-117.236721,181050002012,5
9925,sg:d665a24e05194ade847e1a2b9a9657d7,80319800001,39.849024,-104.67394399999999,181050002012,10
9930,sg:46dccd38487949838faa2ccce9609cec,80350141392,39.544632,-104.93291799999999,181050002012,4
9939,sg:127f63da594e4a719ab368f67e575158,90010214001,41.054745000000004,-73.55230300000001,181050002012,4
9942,sg:20958b4d7bb64c738994c82bac965d71,120860038034,25.888778,-80.125072,181050002012,4
9965,sg:d91e59e09ddc41deaaac9cd66403ed3a,120570042002,27.960967,-82.46368100000001,181050002012,4
10036,sg:b3fc0a1b8ce54826ade2435e44867278,130639800001,33.638894,-84.42744300000001,181050002012,4
10037,sg:53a86af08016402f8c9b564f7efaaf3b,130590001001,33.959106,-83.375024,181050002012,4
10045,sg:200e7e18b4dd48c7b397d916eebb608d,132190302002,33.916205,-83.45532,181050002012,4
10064,sg:e4bc4df77df24ee9832f33f7f5cef01a,170978654003,42.191938,-87.825343,181050002012,4
10077,sg:c4b79007bd454e3da6c5a3389c3d8e46,170438443012,41.842197999999996,-87.996465,181050002012,4
10083,sg:62a74610581b42239294da1cf5ac7977,170978616041,42.384648,-87.955364,181050002012,4
10087,sg:7a29c6052b864d8f8fda2b1fe6dae0d9,170318016011,42.138651,-87.846675,181050002012,4
10098,sg:98934adfc5a74b99854c4c87ff814c36,170978662001,42.20405,-87.931877,181050002012,4
10107,sg:385b54f2552b4aeab4cf4c3c0642d273,171194018003,38.866834000000004,-90.069245,181050002012,5
10108,sg:97fd89d8c3214a72b55861d0fc54a216,170318016051,42.137859000000006,-87.84913900000001,181050002012,4
10111,sg:9936819fbc2d476e9ee37b19468e5a1b,171130016002,40.478593,-88.989526,181050002012,9
10137,sg:18b8952720184f5a9491aacca64ab309,171978801201,41.705078,-88.121593,181050002012,4
10150,sg:05ed01ecbce24cd592fef0c4f9f86115,170978618031,42.40918,-87.85717199999999,181050002012,4
10153,sg:a375b09a896f440d9a05a6775055226b,170438465192,41.77369,-88.19411600000001,181050002012,4
10157,sg:f35c79e2b110472d9bab14e39c3d3ca4,171635033322,38.50627,-89.941476,181050002012,4
10163,sg:4c83380edf114b4b9ad868a49955d180,170310812011,41.899839,-87.62728800000001,181050002012,4
10166,sg:31f765a338e64214bf950ecd47b2f98e,171194031214,38.780653,-89.954711,181050002012,4
10167,sg:293af6944fac4aac9b2bfc0e2c8ad4fc,171194031221,38.775354,-89.95258199999999,181050002012,4
10169,sg:fced8824627c405a8567cbbfe7efe9ae,171194011003,38.862939000000004,-90.097706,181050002012,4
10228,sg:aadc36c753874e03be2165c41018f3ea,180890426051,41.468468,-87.469211,181050002012,4
10242,sg:090a5149afee4fbcbf9549e7a3e24cd7,180030115014,41.059324,-85.22114599999999,181050002012,4
10274,sg:d17e9c0a52044be497a34cd0e856a95e,180030033042,41.111709000000005,-85.138855,181050002012,4
10306,sg:83e1ba26a91f4959865e00221d8d9cd2,180571108042,39.958705,-85.91672700000001,181050002012,4
10339,sg:f41550506cd5482da9f26d0703c18d68,180050102003,39.227321999999994,-85.904741,181050002012,4
10352,sg:157459b399104c1c9084e4e726ccf19d,180890430023,41.415083,-87.363873,181050002012,4
10420,sg:bb9b4bb39bac4d3db9208c01017c3291,180950004001,40.103415000000005,-85.701284,181050002012,4
10439,sg:52761d1169ff4a1bb7c3252fc1297124,180890404022,41.537277,-87.483789,181050002012,4
10448,sg:a9bebb4dd8a24e9e937f63a231a66b14,180050109003,39.199197999999996,-85.951914,181050002012,4
10482,sg:65c522bd059842168cd374d2987d573d,180890423003,41.506629,-87.317224,181050002012,4
10483,sg:71545a4ab0cf461a9ffb68026d5e4251,180350009022,40.196872,-85.41464,181050002012,4
10500,sg:72b71d01ed6241b38d7c479461342fae,180973901021,39.701284,-86.082107,181050002012,4
10510,sg:5222d6cf2db0468fab64a0782db770e7,180030033042,41.117639000000004,-85.140951,181050002012,4
10533,sg:7f1a49da62304a40acc25083029db8fb,180571109071,39.979646,-86.071249,181050002012,4
10537,sg:f5a38916eddb4445bbc5cab13e14f12c,180030116042,41.031493,-85.26083100000001,181050002012,4
10547,sg:9f1a456d97e548999cb762fef9274cc6,180430710051,38.351383,-85.79425,181050002012,4
10592,sg:f479dc0e7be44014a52024a4ccb234e5,180071002003,40.625506,-87.323151,181050002012,4
10618,sg:69a88fe61b2e4d719daf577485a1b214,180571108101,39.928656,-86.02136800000001,181050002012,4
10622,sg:eba85339dcc34e32a8665df699199034,180571108081,39.959765000000004,-85.921487,181050002012,4
10624,sg:4b0cd1eba88e4cb1ab344ae2e29b59a8,180890403004,41.562160999999996,-87.519724,181050002012,4
10629,sg:acab2fa32c40440e8e9485bb0641e0df,180571108061,39.992275,-85.93023199999999,181050002012,12
10630,sg:1d235b6164154ce989bbffc9fc6d2ef0,180973202041,39.913270000000004,-86.134854,181050002012,4
10639,sg:132d69fb01ce49aeafb18b5549dcd21e,180571108041,39.956977,-85.91631,181050002012,4
10646,sg:d9f3547375cd4b5a8ecea28e1eebc991,180890428012,41.52239,-87.50676899999999,181050002012,4
10686,sg:3b27589c154e45f78e428d3dc110148a,180890427023,41.480340000000005,-87.432886,181050002012,4
10696,sg:42ee90a262e84199894cf691429b12bd,180571110082,39.969638,-86.128108,181050002012,4
10697,sg:d464ddaa065f4456863583e178f703b4,180571108081,39.960066,-85.921375,181050002012,4
10748,sg:63a6f230dcaf474592f2beac4220702f,180030108213,41.118852000000004,-85.09775,181050002012,4
10990,sg:668e9fb8ebb14d53a1b677849bc68b0c,10970034083,30.733363,-88.175737,181050002013,4
10998,sg:d9134d6191dc4b1093ab039495670953,60430004001,37.746777,-119.583027,181050002013,4
11005,sg:c08142c29d2045a08b066913c2f09173,60590423351,33.557262,-117.68638500000002,181050002013,4
